"ID";"zh"
"Diplomacy.CounterOffer.DemandReleaseVassalage#3";"是否解放{offer.arg0}？"
"Diplomacy.CounterOffer.DemandChangeReligion";"我們想讓你將{plr_kingdom}的宗教改為{offer.religion}！"
"Diplomacy.CounterOffer.DemandChangeReligion#2";"{plr_kingdom}必須接受{offer.src_kingdom.religion}為唯一信仰。"
"Diplomacy.CounterOffer.DemandAttackKingdom";"我們想要你進攻{offer.arg0}！"
"Diplomacy.CounterOffer.DemandAttackKingdom#2";"我們需要有人來對抗{offer.arg0}。"
"Diplomacy.CounterOffer.DemandAttackKingdom#3";"如果你能進攻{offer.arg0}的話，我們將不勝感激：他們真的很讓我們心煩。"
"Diplomacy.CounterOffer.Trade";"我們愿與{plr_kingdom}建立長期的貿易關係。你會簽署貿易協定嗎？"
"Diplomacy.CounterOffer.Trade#2";"為表誠意，你必須與{kingdom}簽署一份貿易協定。"
"Diplomacy.CounterOffer.Trade#3";"{plr_kingdom}和{kingdom}也簽署一份貿易協定怎麼樣？"
"Diplomacy.CounterOffer.DemandSupportInWar";"我們要求你支援我們對抗{offer.target}的戰爭。"
"Diplomacy.CounterOffer.DemandSupportInWar#2";"你會加入我們對抗{offer.target}的戰爭嗎？"
"Diplomacy.CounterOffer.DemandSupportInWar#3";"我們迫切需要更多的支持者加入我們對抗{offer.target}的戰爭，你的軍隊可能會派上用場。"
"Diplomacy.CounterOffer.DemandJoinInDefensivePact";"你必須答應加入我們對抗{offer.arg.target}的防衛協定"
"Diplomacy.CounterOffer.DemandJoinInDefensivePact#2";"你必須加入我們的防衛協定，並向我們承諾你的軍隊將隨時準備就緒，與{offer.arg.target}對抗。"
"Diplomacy.CounterOffer.DemandJoinInDefensivePact#3";"我們希望你能加入我們對抗{offer.arg.target}的防衛協定。"
"Diplomacy.CounterOffer.DemandJoinInOffensivePact";"我們希望你支援我們入侵{offer.arg.target}的計劃。"
"Diplomacy.CounterOffer.DemandJoinInOffensivePact#2";"我們希望擴大入侵{offer.arg.target}的計劃。你會協助我們嗎？"
"Diplomacy.CounterOffer.DemandJoinInOffensivePact#3";"你願意加入我們入侵{offer.arg.target}的計劃嗎？我們需要更多的人力。"
"Diplomacy.CounterOffer.ClaimIndependence";"這將是我們作為你的附屬國最後的願望：賜我們獨立！"
"Diplomacy.CounterOffer.ClaimIndependence#2";"我們想要主權，我們不會同意其他任何事情。"
"Diplomacy.CounterOffer.ClaimIndependence#3";"我們想要{kingdom}獲得自由。我們已經光榮地效忠了你很久！"
"Diplomacy.NeedsSweetening.Neutral";"拜託了，{plr_kingdom.king}，請重新考慮一下你的決定。"
"Diplomacy.NeedsSweetening.Peace.Weak";"拜託了，{plr_kingdom.king}，你贏了。我會在提議的基礎上加一些東西，但我不會說我戰敗了，否則貴族們不會接受的。"
"Diplomacy.NeedsSweetening.Peace.Weak#2";"不要嗜血——我們都需要無條件和平！"
"Diplomacy.NeedsSweetening.Peace.Weak#3";"你還要什麼？！我不會承認戰敗！我只能在無條件和平提議的基礎上增加一點東西。"
"Diplomacy.NeedsSweetening.Peace.Neutral";"講點道理，{plr_kingdom.king}：我們都需要和平，但誰也不能宣稱自己是勝利方。"
"Diplomacy.NeedsSweetening.Peace.Neutral#2";"是，你說得對，我們可能更需要無條件和平。"
"Diplomacy.NeedsSweetening.Peace.Neutral#3";"如果我們增加一點東西，仍可以將其視為無條件和平，不是嗎？"
"Diplomacy.NeedsSweetening.Peace.Strong";"不要考驗我的耐心。爲了達成和平協議，我可以向你提供一份小小的貢品，但不會宣稱你是勝利者。"
"Diplomacy.NeedsSweetening.Peace.Strong#2";"你這是在玩火！如果你現在不接受無條件和平，你會後悔的。"
"Diplomacy.NeedsSweetening.Peace.Strong#3";"你真敢拒絕與強大的{kingdom}和平共處嗎？！"
"Diplomacy.NeedsSweetening.Trade.Neutral";"我們堅信與你的貿易往來對我們兩國而言都非常重要。"
"Diplomacy.NeedsSweetening.Trade.Neutral#2";"當然，與{kingdom}進行貿易不會對你造成任何傷害。"
"Diplomacy.NeedsSweetening.Trade.Neutral#3";"我們保證，我們的商人會提供一些最優惠的貿易。如果我們能簽署一份貿易協定，你會親眼看到的。"
"Diplomacy.NeedsSweetening.DemandGold.Neutral";"得了吧，{plr_kingdom.king}，{offer.gold_amount}{gold_icon}對於{plr_kingdom}而言根本不算多。"
"Diplomacy.NeedsSweetening.DemandGold.Neutral#2";"但我向你保證，我們真的很需要那些黃金，而且絕不能少於我所要求的{offer.gold_amount}{gold_icon}。"
"Diplomacy.NeedsSweetening.DemandGold.Neutral#3";"拜託，我們真的需要這筆黃金，我的財務官準確地計算出，起碼需要{offer.gold_amount}{gold_icon}才能讓我們脫離危機。"
"Diplomacy.NeedsSweetening.DemandLand.Neutral";"想想吧，在{kingdom:s}的控制下，{offer.arg}的人民會感覺非常好。"
"Diplomacy.NeedsSweetening.DemandLand.Neutral#2";"別讓我左右為難，你知道{offer.arg}的人民將自己視為{kingdom:ians}。"
"Diplomacy.NeedsSweetening.DemandLand.Neutral#3";"如果你不讓我們統治該行省，{offer.arg}的人民只會反抗你。"
"Diplomacy.NeedsSweetening.Marriage";"但是{offer.arg0}和{offer.arg1}將會是天作之合！"
"Diplomacy.NeedsSweetening.Marriage#2";"我向你保證，{offer.arg0}和{offer.arg1}在一起將會非常幸福。"
"Diplomacy.NeedsSweetening.Marriage#3";"但是如果我們讓{offer.arg0}和{offer.arg1}成婚，肯定會大大增強我們兩國之間的紐帶。"
"Diplomacy.NeedsSweetening.NonAggression";"你為什麼要拒絕簽署互不侵犯條約？你打算入侵我們嗎？！"
"Diplomacy.NeedsSweetening.NonAggression#2";"如果你拒絕簽訂互不侵犯條約，這對{kingdom}來說將是一個糟糕的訊號。"
"Diplomacy.NeedsSweetening.NonAggression#3";"想想看，互不侵犯條約對{plr_kingdom}的好處甚至大於對{kingdom}的好處。"
"Diplomacy.NeedsSweetening.AskForProtection.Neutral";"你想讓我跪下嗎？瞧，我爲了你跪下了。我們需要你幫助我們對抗{offer.target}[以及他們的支持者{offer.target_supporters}]。"
"Diplomacy.NeedsSweetening.AskForProtection.Neutral#2";"你答應過會幫助我們的。不要讓我們獨自面對這場對抗{offer.target}[和{offer.target_supporters}]的戰爭。"
"Diplomacy.NeedsSweetening.AskForProtection.Neutral#3";"如果你拒絕在對抗{offer.target}[以及他們的支持者{offer.target_supporters}]的戰爭中幫助我們，那麼{kingdom}是否能倖存將是未知數。"
"Diplomacy.NeedsSweetening.DemandAttackKingdom.Neutral";"不可否認，攻擊{offer.arg0:ians}符合你的利益。"
"Diplomacy.NeedsSweetening.DemandAttackKingdom.Neutral#2";"但如果你能攻擊{offer.arg0}，即使是小規模的攻擊，對我們來說也意義重大。"
"Diplomacy.NeedsSweetening.DemandAttackKingdom.Neutral#3";"{offer.arg0:ians}無惡不作。聽我說，{plr_kingdom.king}，你必須先攻擊他們。"
"Diplomacy.NeedsSweetening.DemandAttackKingdom.Neutral#4";"但我很確定，如果你不先攻擊{offer.arg0}，他們就會攻擊你。"
"Diplomacy.NeedsSweetening.DemandAttackKingdom.Neutral#5";"我不接受拒絕：你必須立即進攻{offer.arg0}。"
"Diplomacy.NeedsSweetening.AskForPrisonerRansom.Neutral";"但你知道{offer.arg0}在我們的地牢里撐不了多久了。他的命對你來說還不值{offer.arg1}{gold_icon}嗎？"
"Diplomacy.NeedsSweetening.AskForPrisonerRansom.Neutral#2";"{offer.arg0}看起來是個不錯的人，值得花{offer.arg1}{gold_icon}贖回。但你似乎不這麼認為。"
"Diplomacy.NeedsSweetening.AskForPrisonerRansom.Neutral#3";"所以你認為，爲了{offer.arg0}的自由，花{offer.arg1}{gold_icon}不值得？"
"Diplomacy.NeedsSweetening.OfferRansomPrisoner.Neutral";"但你為什麼把{offer.arg0}關在你的地牢里。難道{offer.arg1}{gold_icon}對你來說一文不值嗎？"
"Diplomacy.NeedsSweetening.OfferRansomPrisoner.Neutral#2";"聽我說，我們真心需要你釋放{offer.arg0}。我們甚至願意給你{offer.arg1}{gold_icon}。"
"Diplomacy.NeedsSweetening.OfferRansomPrisoner.Neutral#3";"釋放{offer.arg0}不僅能讓你獲得我們提供的{offer.arg1}{gold_icon}，還能改善我們之間的關係。"
"Diplomacy.NeedsSweetening.DemandReleasePrisoners.Neutral";"我再說一遍：你得把我們的人放了。"
"Diplomacy.NeedsSweetening.DemandReleasePrisoners.Neutral#2";"你拒絕把我們的人從你的地牢里放出來？！"
"Diplomacy.NeedsSweetening.DemandReleasePrisoners.Neutral#3";"我們沒想到你到現在還拒絕釋放我們的人。"
"Diplomacy.NeedsSweetening.OfferSupportInWar.Neutral";"什麼？但你真的需要我們幫忙對付{offer.target}！"
"Diplomacy.NeedsSweetening.OfferSupportInWar.Neutral#2";"所以，你覺得你對抗{offer.target}用不著我們的軍隊了？"
"Diplomacy.NeedsSweetening.OfferSupportInWar.Neutral#3";"但你為什麼拒絕我們支援你對抗{offer.target}？結為一體會讓我們變得更強大！"
"Diplomacy.NeedsSweetening.OfferSupportInWar.Neutral#4";"你拒絕我們支援你對抗{offer.target}，因為你認為我們會自行佔領他們太多的領土嗎？"
"Diplomacy.NeedsSweetening.DemandSupportInWar.Neutral";"我跟你說實話吧：如果我們不需要你幫助對抗{offer.target}[和{offer.target_supporters}]，我根本不會來這裡求你。"
"Diplomacy.NeedsSweetening.DemandSupportInWar.Neutral#2";"求你了，{plr_kingdom.king}，拜託！如果你不加入我們對抗{offer.target}[和{offer.target_supporters}]的戰爭，我們會陷入大麻煩的。"
"Diplomacy.NeedsSweetening.DemandSupportInWar.Neutral#3";"記著：如果你不幫助我們對抗{offer.target}[和{offer.target_supporters}]，他們可能會摧毀我們，而你將是他們的下一個目標。"
"Diplomacy.NeedsSweetening.DemandSupportInWar.Neutral#4";"我們可以獨自擊敗{offer.target}[和{offer.target_supporters}]，但如果有你的支援，戰鬥會輕鬆很多。"
"Diplomacy.NeedsSweetening.DemandSupportInWar.Neutral#5";"我向你保證，如果我們向{offer.target}[和{offer.target_supporters}]進軍，我們會獲得勝利，並奪取他們的領土。"
"Diplomacy.NeedsSweetening.OfferJoinInDefensivePact.Neutral";"如果你根本不想任何王國加入，為什麼要建立對抗{offer.arg.target}的防衛協定呢？"
"Diplomacy.NeedsSweetening.OfferJoinInDefensivePact.Neutral#2";"有了強大的{kingdom}加入你對抗{offer.arg.target}的防衛協定，你將大大受益。"
"Diplomacy.NeedsSweetening.OfferJoinInDefensivePact.Neutral#3";"我們確信{offer.arg.target}很快便會攻擊{plr_kingdom}或{kingdom}。你最好讓我們加入你的防衛協定。"
"Diplomacy.NeedsSweetening.DemandJoinInDefensivePact.Neutral";"如果你不加入我們的防衛協定，明天{offer.arg.target}向你宣戰時，你準備怎麼辦？"
"Diplomacy.NeedsSweetening.DemandJoinInDefensivePact.Neutral#2";"面對現實吧，{offer.arg.target}對我們雙方都是威脅。你最好加入我們的防衛協定。"
"Diplomacy.NeedsSweetening.DemandJoinInDefensivePact.Neutral#3";"你以為{offer.arg.target}是你的朋友，但他們不是。真的，你應該加入我們的防衛協定。"
"Diplomacy.NeedsSweetening.OfferJoinInOffensivePact.Neutral";"不管你來不來，我們都會進攻{offer.arg.target}，但我們對你的領導力和入侵計劃有信心。"
"Diplomacy.NeedsSweetening.OfferJoinInOffensivePact.Neutral#2";"相信我們：如果你讓我們加入你的入侵計劃，在對抗{offer.arg.target}的戰爭中，我們將對你言聽計從。"
"Diplomacy.NeedsSweetening.OfferJoinInOffensivePact.Neutral#3";"你為什麼要拒絕？如果你讓我們加入你的入侵計劃，在對抗{offer.arg.target}的戰爭中，我們會把你視為領袖"
"Diplomacy.NeedsSweetening.DemandJoinInOffensivePact.Neutral";"我們真的需要你作為我們入侵{offer.arg.target}計劃的盟友。"
"Diplomacy.NeedsSweetening.DemandJoinInOffensivePact.Neutral#2";"我向你保證，在我們入侵{offer.arg.target}的計劃中，{plr_kingdom}將會起到至關重要的作用，並且會獲得豐厚的回報。"
"Diplomacy.NeedsSweetening.DemandJoinInOffensivePact.Neutral#3";"別害怕，如果你同意我們的入侵計劃，{offer.arg.target}幾個月內就會被攻下。"
"Diplomacy.NeedsSweetening.DemandJoinInOffensivePact.Neutral#4";"你害怕{offer.arg.target:ians}嗎？我向你保證，只要你加入我的入侵計劃，我們就能一起擊垮他們。"
"Diplomacy.NeedsSweetening.ClaimIndependence.Neutral";"拜託了，{plr_kingdom.king}，如果你拒絕我們的獨立主張，可能會引發外交醜聞。"
"Diplomacy.NeedsSweetening.ClaimIndependence.Neutral#2";"理智點吧。我的人民想要獨立。我無法改變這個事實，你也不應該試圖改變。"
"Diplomacy.NeedsSweetening.ClaimIndependence.Neutral#3";"你不明白，{plr_kingdom.king}：我們很快就會獲得獨立，但我們不想破壞與{plr_kingdom}的關係。"
"Diplomacy.SweetenOffer.Neutral";"如果我們在{offer}提議的基礎上增加一些東西，你會改變主意嗎？"
"Diplomacy.SweetenOffer.Marriage";"那如果我們讓{offer.arg0}和{offer.arg1}成婚，你會同意嗎？這必將加強我們之間的關係。"
"Diplomacy.SweetenOffer.Marriage#2";"我們知道會存在信任問題，但我們準備通過王室聯姻來證明誠意。如果我們讓{offer.arg0}和{offer.arg1}成婚，你會改變主意嗎？"
"Diplomacy.SweetenOffer.Marriage#3";"如果我們讓{offer.arg0}和{offer.arg1}也成婚呢？"
"Diplomacy.SweetenOffer.Marriage#4";"{offer.arg0}和{offer.arg1}之間的王室聯姻會讓你改變主意嗎？"
"Diplomacy.SweetenOffer.OfferAttackKingdom";"聽著{plr_kingdom.king}，如果你同意的話，我們準備進攻{offer.arg0}。這會讓你改變主意嗎？"
"Diplomacy.SweetenOffer.OfferAttackKingdom#2";"如果你同意的話，我們將協助你對抗{offer.arg0}。"
"Diplomacy.SweetenOffer.OfferChangeReligion";"等等！如果你願意改變主意的話，我們甚至準備接受你的宗教信仰。"
"Diplomacy.SweetenOffer.OfferGold";"哦，真是可惜，{plr_kingdom.king}。如果我們願意增加一些黃金呢？比如說{offer.gold_amount}{gold_icon}……聽起來怎麼樣？"
"Diplomacy.SweetenOffer.OfferGold#2";"你喜歡黃金嗎，{plr_kingdom.king}？如果我們向你上繳{offer.gold_amount}{gold_icon}金幣，你會改變主意嗎？"
"Diplomacy.SweetenOffer.OfferGold#3";"如果你同意的話，我們願意向{plr_kingdom}支付{offer.gold_amount}{gold_icon}，但這是我們的最終報價了。"
"Diplomacy.SweetenOffer.OfferBook";"如果我們在貢品里再增加一本充滿智慧的書籍呢？"
"Diplomacy.SweetenOffer.OfferBook#2";"如果你願意重新考慮的話，{kingdom.king}會送你一本充滿智慧的書籍，他聲稱那本書改變了他的人生。"
"Diplomacy.SweetenOffer.OfferLand";"如果你接受我們的提議，我們將從{offer.arg0}撤軍，將它完全交由你控制。"
"Diplomacy.SweetenOffer.OfferLand#2";"請重新考慮一下，{plr_kingdom.king}。如果你接受我們的提議，我們將給予你對{offer.arg0}的控制權。"
"Diplomacy.SweetenOffer.OfferReleasePrisoners";"你最好再考慮一下，{plr_kingdom.king}。如果你接受的話，我們會釋放所有你的人。如果你拒絕，我們沒法保證他們在黑暗潮濕的地牢里還能堅持多久。"
"Diplomacy.SweetenOffer.OfferReleasePrisoners#2";"想想你在我們地牢里的貴族們。接受提議吧，這樣你就可能很快看到他們返回{plr_kingdom}了！"
"Diplomacy.SweetenOffer.OfferReleasePrisoners#3";"我們真是失禮，{plr_kingdom.king}。請原諒我們：我們關押了你的騎士們，卻還在大肆提要求。不用說，如果你接受我們的提議，我們將立即釋放他們！"
"Diplomacy.SweetenOffer.OfferReleaseVassalage";"這樣如何：照我們說的做，我們會給予{plr_kingdom}獨立。"
"Diplomacy.SweetenOffer.OfferReleaseVassalage#2";"不要拒絕你的君主國，{plr_kingdom.king}！不過，只要按照我們的要求去做，{plr_kingdom}就可以獲得它一直渴望的獨立。"
"Diplomacy.SweetenOffer.OfferVassalage";"請接受吧，{plr_kingdom.king}。我們願意向你低頭，成為你的附屬國。"
"Diplomacy.SweetenOffer.PayLoan";"拜託了，{plr_kingdom.king}，我們親愛的朋友。如果你同意我們的提議，我們甚至會立即償還我們的貸款！"
"Diplomacy.SweetenOffer.PayLoan#2";"你可能想先要回你的黃金，{plr_kingdom.king}。如果這能讓你改變主意的話，我們會安排的。所以你會嗎？"
"Diplomacy.SweetenOffer.NonAggression";"再想想吧，{plr_kingdom.king}。如果你願意接受的話，你將獲得{kingdom}的友誼。我們甚至願意與{plr_kingdom}簽訂互不侵犯條約。"
"Diplomacy.SweetenOffer.NonAggression#2";"不要拒絕這個提議。按我們的要求去做，我們會和你們簽訂互不侵犯條約，{plr_kingdom.king}。"
"Diplomacy.SweetenOffer.NonAggression#3";"如果你還在意{plr_kingdom}的安全，你不會拒絕的。如果你接受，我們將與你簽訂互不侵犯條約，以感謝你的善意。"
"Diplomacy.SweetenOffer.NonAggression#4";"重新考慮下吧，我們會與{plr_kingdom}簽署互不侵犯條約！"
"Diplomacy.SweetenOffer.Alliance";"如果你願意接受我們的提議，我們甚至願意與{plr_kingdom}締結盟約。這會讓你改變主意嗎？"
"Diplomacy.SweetenOffer.Alliance#2";"{plr_kingdom:s}的支援對我們來說意義重大。接受我們的提議，我們甚至會與你結盟。"
"Diplomacy.SweetenOffer.Alliance#3";"聽聞你拒絕了我們的提議，我們很難過，{plr_kingdom.king}。只要你接受，我們甚至願意與你結盟：你的最終答案是什麼？"
"Diplomacy.SweetenOffer.Trade";"你可以拒絕，但要知道，如果你接受的話，我們將與{plr_kingdom}簽署貿易協定。"
"Diplomacy.SweetenOffer.Trade#2";"你的拒絕將阻礙我們的貿易關係，但如果你改變主意，我們願意現場簽署貿易協定。"
"Diplomacy.SweetenOffer.Trade#3";"我們認為{plr_kingdom}與{kingdom}之間即將迎來合作！如果我們同意與你開展貿易，你會改變主意嗎？"
"Diplomacy.SweetenOffer.OfferSupportInWar";"如果我們還在你對抗{offer.target}的戰爭中提供支援呢？"
"Diplomacy.SweetenOffer.OfferSupportInWar#2";"如果我們以支持者的身份加入你對抗{offer.target}的戰爭，你的決定會動搖嗎？"
"Diplomacy.SweetenOffer.OfferSupportInWar#3";"你確定嗎？如果你接受我們的提議，我們會以支持者的身份加入你對抗{offer.target}的戰爭。"
"Diplomacy.SweetenOffer.OfferJoinInDefensivePact";"如果我們讓你以支持者的身份加入我們對抗{offer.arg.target}的防衛協定，你會改變主意嗎？"
"Diplomacy.SweetenOffer.OfferJoinInDefensivePact#2";"也許讓你加入我們對抗{offer.arg.target}的防衛協定會改變你的想法？"
"Diplomacy.SweetenOffer.OfferJoinInDefensivePact#3";"我們可以邀請你加入我們對抗{offer.arg.target}的防衛協定，以升級我們的提議。"
"Diplomacy.SweetenOffer.OfferJoinInOffensivePact";"那真不幸。如果我們與你分享入侵{offer.arg.target}的計劃呢？"
"Diplomacy.SweetenOffer.OfferJoinInOffensivePact#2";"那麼我們有一個額外的提議，即讓你作為支持者加入我們入侵{offer.arg.target}的計劃。"
"Diplomacy.SweetenOffer.OfferJoinInOffensivePact#3";"我們一定還能提供些什麼。我們計劃入侵{offer.arg.target}：也許{plr_kingdom.king}願意加入我們？"
"Diplomacy.SweetenOffer.HelpWithRebels";"別這樣，{plr_kingdom.king}。我們可以互相幫助：如果你接受我們的提議，我們可以幫你解決叛亂的問題。"
"Diplomacy.SweetenOffer.HelpWithRebels#2";"如果我們幫你對抗{plr_kingdom}的叛軍來作為交換，你還會拒絕我們嗎？"
"Diplomacy.SweetenOffer.HelpWithRebels#3";"我們知道你遇到了叛軍的問題。如果你接受我們的請求，我們將幫助你。"
"Diplomacy.SweetenOffer.GrantIndependence";"聽著，{plr_kingdom.king}，這是我作為君主國對你提的最後一個要求。滿足我的願望，我將允許{plr_kingdom}獨立。"
"Diplomacy.SweetenOffer.GrantIndependence#2";"我就知道你會這麼說，所以我準備了一個你無法拒絕的提議：如果你按照我要求的做，我將允許{plr_kingdom}獨立。"
"Diplomacy.SweetenOffer.GrantIndependence#3";"你們一直是個可敬的附屬國，{plr_kingdom.king}。現在不要讓我失望。再幫我一次，我將解除你們的附屬國身份。"
"Diplomacy.SweetenOffer.GrantIndependence#4";"所以，你想作為一個自由王國隨心所欲地行事？那好吧。那就這樣吧！我可以解除你們的附屬國身份，但前提是你接受這個最後的請求。"
"Diplomacy.InvalidOffer.Neutral";"我們看到你的願望已經無法實現了。"
"Diplomacy.InvalidOffer.Neutral#2";"無論我們多麼想接受，這在目前是不可能的。"
"Diplomacy.InvalidOffer.Neutral#3";"看來你的提議無法實現了，{plr_kingdom.king}。"
"Diplomacy.InvalidOffer.Neutral#4";"鑑於最近發生的事情，那是不可能的。"
"Diplomacy.InvalidOffer.OfferGold._not_enough_gold.Neutral";"拜託了，別試圖欺騙我們。我們知道你沒這麼多黃金。"
"Diplomacy.InvalidOffer.OfferGold._not_enough_gold.Neutral#2";"我知道你希望能給我們提供那麼多，{plr_kingdom.king}，但是別自欺欺人了，你比你想像得還要窮。"
"Diplomacy.InvalidOffer.OfferGold._not_enough_gold.Neutral#3";"請與財務官覈對你的計算結果。{plr_kingdom}不可能真的能給我們那麼多黃金，空洞的承諾對誰都沒有好處。"
"Diplomacy.InvalidOffer.OfferGold._not_enough_gold.Neutral#4";"我們都知道你沒那麼多，但承諾就是承諾——當你攢齊數目之後，務必記得交給我們。我們將耐心等待。"
"Diplomacy.InvalidOffer.DemandGold._not_enough_gold.Neutral";"我們給不了你那麼多，{plr_kingdom.king}。我們沒有那麼多。"
"Diplomacy.InvalidOffer.DemandGold._not_enough_gold.Neutral#2";"如果你認為我們的國庫里有那麼多黃金的話，你一定是瘋了！"
"Diplomacy.InvalidOffer.DemandGold._not_enough_gold.Neutral#3";"你想讓我們破產嗎？拜託，如果你是來求人的，好歹提一個合理的請求。"
"Diplomacy.InvalidOffer.DemandGold._not_enough_gold.Neutral#4";"還有，告訴我，接下來你想拿走什麼？也許是我們腳上的鞋子？"
"Diplomacy.InvalidOffer.OfferLand._no_possible_args.Neutral";"{kingdom}的領土不屬於你。"
"Diplomacy.InvalidOffer.OfferLand._no_possible_args.Neutral#2";"你為什麼要給我們提供不屬於我們的領土？我們不想侵佔你的領土。"
"Diplomacy.InvalidOffer.OfferLand._no_possible_args.Neutral#3";"拜託，你的領土還是自己留著吧。我們想統治當地的{kingdom:ians}，而非粗野的農夫。"
"Diplomacy.InvalidOffer.OfferLand._invalid_args.Neutral";"現在看來，轉移那片領土的統治權是不可能的。"
"Diplomacy.InvalidOffer.DemandLand._no_possible_args.Neutral";"你必須承認，你沒法將{kingdom}的任何領土納入名下。"
"Diplomacy.InvalidOffer.DemandLand._no_possible_args.Neutral#2";"你真的認為我們能控制{plr_kingdom}的行省嗎？我覺得不行！"
"Diplomacy.InvalidOffer.DemandLand._no_possible_args.Neutral#3";"請隨意，在{kingdom}四處走走。問問我們行省中的人，他們是否自認為是{plr_kingdom:ians}。他們很快就會告訴你不是這樣。"
"Diplomacy.InvalidOffer.DemandLand._invalid_args.Neutral";"現在看來，轉移那片領土的統治權是不可能的。"
"Diplomacy.InvalidOffer.OfferSupportInWar._no_possible_args.Neutral";"我們向來感激你的幫助，{plr_kingdom.king}，但目前沒什麼戰爭是你能夠加入的。"
"Diplomacy.InvalidOffer.OfferSupportInWar._no_possible_args.Neutral#2";"從我們王國目前的各項協議和衝突來看，你可能無法在任何戰爭中幫助我們。"
"Diplomacy.InvalidOffer.OfferSupportInWar._no_possible_args.Neutral#3";"請諮詢你外交政策顧問的意見，{plr_kingdom.king}。我們認為你需要這一點。我們感謝你的好意，但{plr_kingdom}暫時無法在戰爭中對我們給予支援。"
"Diplomacy.InvalidOffer.OfferSupportInWar._invalid_args.Neutral";"感謝你的支援，兄弟，但這份支援來得有些晚了。你無法再加入這場聖戰了。"
"Diplomacy.InvalidOffer.OfferSupportInWar._invalid_args.Neutral#2";"感謝你的「及時」支援，{plr_kingdom.king}。很不幸，你花了這麼久才來支援我們，現在我們已經不需要了……"
"Diplomacy.InvalidOffer.OfferSupportInWar._invalid_args.Neutral#3";"難道只有在我們分戰利品時你才想加入嗎？好吧，就算是分戰利品，你也沒趕上。"
"Diplomacy.InvalidOffer.DemandAttackKingdom._no_possible_args.Neutral";"周圍沒有我們會考慮進攻的王國，{plr_kingdom.king}。別在這裡玩你的小把戲。"
"Diplomacy.InvalidOffer.DemandAttackKingdom._no_possible_args.Neutral#2";"你休想將我們捲入你的陰謀，{plr_kingdom.king}。我們不願意攻擊附近任何一個王國。"
"Diplomacy.InvalidOffer.DemandAttackKingdom._no_possible_args.Neutral#3";"即便我們要攻擊身邊的人，那也不是出於你的命令，{plr_kingdom.king}。我們不想與鄰國再次開戰。"
"Diplomacy.InvalidOffer.DemandAttackKingdom._invalid_args.Neutral";"你想讓我們開戰的請求來得太遲了，{plr_kingdom.king}。現在局勢已變。"
"Diplomacy.InvalidOffer.DemandReleasePrisoners._no_possible_args.Neutral";"我們沒有可以釋放的囚犯。"
"Diplomacy.InvalidOffer.DemandReleasePrisoners._no_possible_args.Neutral#2";"你在說誰？{kingdom}沒有關押你的人。"
"Diplomacy.InvalidOffer.DemandReleasePrisoners._no_possible_args.Neutral#3";"是，{plr_kingdom.king}，當然了，就當你所有被我們關押的人都被釋放了吧。雖然{kingdom}不存在這樣的囚犯。"
"Diplomacy.InvalidOffer.DemandReleasePrisoners._no_possible_args.Neutral#4";"當然，{plr_kingdom.king}。我們的地牢里不再有{plr_kingdom}的囚犯。你現在可以給我們送些黃金來，以表謝意。"
"Diplomacy.InvalidOffer.DemandReleasePrisoners._invalid_args.Neutral";"現在再討論你說的這些囚犯的自由為時已晚。"
"Diplomacy.InvalidOffer.Marriage._no_possible_args.Neutral";"你想要什麼，{plr_kingdom.king}？很明顯，我們的家族沒有適婚的王室子女。"
"Diplomacy.InvalidOffer.Marriage._no_possible_args.Neutral#2";"讓我來解釋一下在{kingdom}王室聯姻是如何運作的：一方需要有一位王子或國王，另一方則需要有一位公主。雙方都需到達適婚年齡。你哪裡不懂？"
"Diplomacy.InvalidOffer.Marriage._no_possible_args.Neutral#3";"你覺得我們能讓哪一對成婚？即便我想加強我們之間的聯繫，這也不可能。"
"Diplomacy.InvalidOffer.Marriage._no_possible_args.Neutral#4";"你到底有什麼建議，{plr_kingdom.king}？也許我應該和你結婚？我覺得不行！不，我們的家族之間不可能結成王室紐帶。"
"Diplomacy.InvalidOffer.Marriage._invalid_args.Neutral";"鑑於現狀，你所提議的王室紐帶行不通，{plr_kingdom.king}"
"Diplomacy.InvalidOffer.War._player_wars_disabled.Neutral";"你知道這是不可能的：我們的祖先曾立下誓言，我們的王國不會拔刀相向。"
"Diplomacy.InvalidOffer.War._player_wars_disabled.Neutral#2";"我是不是得提醒你，我們曾立下血誓要維護兩國間的和平？不管你有多渴望，你都不能打破這個誓言。"
"Diplomacy.InvalidOffer.War._player_wars_disabled.Neutral#3";"你想攻擊我，是不是？這事不可能發生：我們的祖先曾簽訂牢不可破的和平協議。"
"Diplomacy.InvalidOffer.War._player_wars_disabled.Neutral#4";"看，{plr_kingdom.king}，天主禁止我們互相爭鬥。就這麼簡單。"
"Diplomacy.InvalidOffer.War._multiplayer_team.Neutral";"非得要我提醒你我們是同一陣營的嗎，{plr_kingdom.king}？"
"Diplomacy.InvalidOffer.War._multiplayer_team.Neutral#2";"哦，又來了。為什麼我總是被迫跟新手盟友為伍？！我們是同一陣營的，還記得嗎？"
"Diplomacy.InvalidOffer.War._multiplayer_team.Neutral#3";"如果你留點心，就會知道我們是同一陣營的了，對不對？就像……團隊一樣。你不能攻擊{kingdom}！"
